gene_a	gene_b	n_cohorts_tested	n_significant_edges	n_positive_edges	n_negative_edges	median_rho	median_abs_rho	min_fdr	reproducible_edge	boundary
JUN	TLN1	3	2	2	0	0.4482479545770684	0.4482479545770684	1.4377835573878537e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LOXL2	SMAD3	3	2	2	0	0.44779271361549833	0.44779271361549833	1.4744913138825071e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS2	TAGLN	3	2	2	0	0.4474088118454315	0.4474088118454315	1.0021428476590642e-7	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMA2	TEAD4	3	2	2	0	0.4470592698440799	0.4470592698440799	1.6556256597399832e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A2	RAC1	3	2	2	0	0.44625799306969594	0.44625799306969594	2.1420071838140847e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	MMP14	3	2	2	0	0.4462499525790664	0.4462499525790664	1.3405276717037117e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKBIA	SRF	3	2	2	0	0.44583884066254653	0.44583884066254653	7.240282651548014e-25	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TAGLN	ZYX	3	2	2	0	0.4457947820288405	0.4457947820288405	2.2620274503125672e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	LAMB1	3	2	2	0	0.445744129288433	0.445744129288433	9.134305464262493e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RHOA	TGFB1	3	2	2	0	0.44559238230124293	0.44559238230124293	5.285896506337502e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	COL1A1	3	2	2	0	0.4455670911367113	0.4455670911367113	5.464671136902288e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FN1	ITGA1	3	2	2	0	0.44554565153156694	0.44554565153156694	1.7280060562962227e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNB	LMNA	3	2	2	0	0.44498148346610455	0.44498148346610455	2.485685216343242e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	PFN1	3	2	2	0	0.44473248270716614	0.44473248270716614	4.0544853758573834e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RELA	SMAD3	3	2	2	0	0.44473248270716614	0.44473248270716614	1.3112148581483438e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RAC1	TLN1	3	2	2	0	0.4445114744410518	0.4445114744410518	1.2446114762320684e-7	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PARVA	SRF	3	2	2	0	0.44442898873278613	0.44442898873278613	6.35753255892733e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	RAC1	3	2	2	0	0.44415270484287733	0.44415270484287733	2.731375139247096e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A1	COL5A2	3	2	2	0	0.44399903893574766	0.44399903893574766	8.156413494702433e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	PTK2	3	2	2	0	0.44375636100988203	0.44375636100988203	3.269534794661081e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKB1	THY1	3	2	2	0	0.44296210118994916	0.44296210118994916	1.1499583628878035e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKBIA	TEAD3	3	2	2	0	0.44284761666607125	0.44284761666607125	1.6177942329738158e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	VASP	3	2	2	0	0.4427833148763381	0.4427833148763381	3.18888847289888e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	LAMB1	3	2	2	0	0.44240569557025244	0.44240569557025244	6.369522258556841e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LOXL2	SPARC	3	2	2	0	0.44216405660067626	0.44216405660067626	1.0509755582443273e-19	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	LMNA	3	2	2	0	0.4412928843308589	0.4412928843308589	4.9105182849055e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LIMD1	MRTFA	3	2	2	0	0.44100676318986176	0.44100676318986176	7.289581888663021e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOS	RAC1	3	2	2	0	0.44070541444885025	0.44070541444885025	4.042426392857281e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	COL1A2	3	2	2	0	0.4401041995978704	0.4401041995978704	3.9651589136458955e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A1	PFN1	3	2	2	0	0.4398512879525537	0.4398512879525537	9.196985782307953e-19	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA5	PFN1	3	2	2	0	0.43982424177472934	0.43982424177472934	8.566371305284123e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LOXL2	MAFF	3	2	2	0	0.43949653632752217	0.43949653632752217	1.8219063771887346e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUN	RHOA	3	2	2	0	0.4391871777468176	0.4391871777468176	4.807330291931983e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFF	TLN1	3	2	2	0	0.43803965987064575	0.43803965987064575	2.0235454558680357e-7	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SPARC	VCL	3	2	2	0	0.43706925985406986	0.43706925985406986	1.9499063651918724e-22	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	THY1	3	2	2	0	0.4367460912847259	0.4367460912847259	6.318159820463193e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMA2	TGFB1	3	2	2	0	0.4364369807407781	0.4364369807407781	6.615890993478014e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PFN1	TGFB1	3	2	2	0	0.43624834780123595	0.43624834780123595	6.677867234309153e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	LOXL2	3	2	2	0	0.4359672018122722	0.4359672018122722	1.7866708983035002e-20	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNA	TGFBR2	3	2	2	0	0.43581535835056956	0.43581535835056956	2.3770989304334528e-7	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
VASP	ZYX	3	2	2	0	0.4355770811467013	0.4355770811467013	1.0613407889916982e-35	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	COL5A1	3	2	2	0	0.4353326426844806	0.4353326426844806	7.388613685567776e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	SPARC	3	2	2	0	0.4353171626239893	0.4353171626239893	7.396231581066185e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TIMP2	YAP1	3	2	2	0	0.43504382941002656	0.43504382941002656	2.5142953174712823e-7	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNA	LOXL2	3	2	2	0	0.43495764798581693	0.43495764798581693	2.463563013395398e-30	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL2	LMNA	3	2	2	0	0.43491951086887787	0.43491951086887787	1.3888048748864769e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFF	RAC1	3	2	2	0	0.4344642699073078	0.4344642699073078	6.223453943240887e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	THY1	3	2	2	0	0.4343883964137128	0.4343883964137128	1.137440993366762e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFG	RHOA	3	2	2	0	0.4342872317555861	0.4342872317555861	2.6384312254501354e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFG	TGFB1	3	2	2	0	0.43425588496011025	0.43425588496011025	5.2126360018447505e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL3A1	ZYX	3	2	2	0	0.43392038485811923	0.43392038485811923	8.646801930463308e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SRF	TIMP1	3	2	2	0	0.4335941128139177	0.4335941128139177	3.926599149687424e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKB1	TGFBR1	3	2	2	0	0.43355378798416766	0.43355378798416766	8.284196052457463e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A2	ROCK1	3	2	2	0	0.43302267352900253	0.43302267352900253	1.1668537009809387e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	TIMP1	3	2	2	0	0.4325533764393479	0.4325533764393479	1.005699941046896e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RAC1	SPARC	3	2	2	0	0.43254980411769606	0.43254980411769606	1.005699941046896e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	VCL	3	2	2	0	0.4322639385930524	0.4322639385930524	5.979083238665798e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMA2	PARVA	3	2	2	0	0.4321121916058624	0.4321121916058624	1.1578947896170732e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMA2	YAP1	3	2	2	0	0.4320028562986309	0.4320028562986309	3.1287990928367707e-7	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TAGLN	VCAN	3	2	2	0	0.4316316594797606	0.4316316594797606	6.656844178921404e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PARVA	THBS1	3	2	2	0	0.43125066981030963	0.43125066981030963	1.162587676869649e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTA2	SMAD2	3	2	2	0	0.4312270008472539	0.4312270008472539	2.746891520299255e-16	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ANKRD1	DCN	3	2	2	0	0.43113875127873746	0.43113875127873746	1.176820267229191e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	PTK2	3	2	2	0	0.4304515906628582	0.4304515906628582	3.285565751518434e-24	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUN	TAGLN	3	2	2	0	0.4297662431465248	0.4297662431465248	1.1866387826779575e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	ZYX	3	2	2	0	0.4292532584786105	0.4292532584786105	3.825987951437949e-7	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	CFL1	3	2	2	0	0.4292430250419747	0.4292430250419747	1.4550928543149752e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	RHOA	3	2	2	0	0.429213255694876	0.429213255694876	1.4589648444430445e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA5	LOXL2	3	2	2	0	0.4288333988258969	0.4288333988258969	1.521648734265845e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TLN1	WWTR1	3	2	2	0	0.42845710627400757	0.42845710627400757	4.0576406910581823e-7	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A2	JUNB	3	2	2	0	0.4281205883318559	0.4281205883318559	1.0680044595492904e-16	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TEAD2	ZYX	3	2	2	0	0.42768623781282	0.42768623781282	1.3793884285923661e-18	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB1	SPARC	3	2	2	0	0.4275354552923945	0.4275354552923945	3.98941050996916e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	THBS1	3	2	2	0	0.4275091106077021	0.4275091106077021	1.0679258088000041e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	LOXL2	3	2	2	0	0.427377786532716	0.427377786532716	1.9084650869487136e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB3	RAC1	3	2	2	0	0.4271045410285916	0.4271045410285916	3.4720437368276317e-9	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS2	YAP1	3	2	2	0	0.42697698234082326	0.42697698234082326	1.8686598825690923e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTA2	ITGA1	3	2	2	0	0.42692750287686987	0.42692750287686987	1.7852288877513552e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTA2	ROCK1	3	2	2	0	0.42692750287686987	0.42692750287686987	1.0477076562680433e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PFN1	SERPINE1	3	2	2	0	0.4268769205478065	0.4268769205478065	6.363380606357584e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMB1	LUM	3	2	2	0	0.4267971754843472	0.4267971754843472	3.107673847448869e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A2	MAFF	3	2	2	0	0.42675046472514816	0.42675046472514816	1.0840818275389847e-16	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LMNA	SMAD3	3	2	2	0	0.4262803796187141	0.4262803796187141	2.0152946340591625e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LOX	WWTR1	3	2	2	0	0.4262204931219015	0.4262204931219015	3.137163493642973e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TEAD3	TIMP1	3	2	2	0	0.42585935191568985	0.42585935191568985	1.2206240316242047e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	MAFF	3	2	2	0	0.4253012245969992	0.4253012245969992	1.6983010174963835e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTA2	ITGAV	3	2	2	0	0.4248046554384582	0.4248046554384582	5.209179065297337e-7	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	VASP	3	2	2	0	0.42427193060104446	0.42427193060104446	1.2807031664220851e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PFN1	SMAD2	3	2	2	0	0.4236719852917035	0.4236719852917035	5.624212045066331e-7	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A2	MRTFA	3	2	2	0	0.4231844105261826	0.4231844105261826	1.7936900255025696e-7	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TEAD1	TGFBR1	3	2	2	0	0.42281427492695095	0.42281427492695095	6.760558096833262e-22	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PFN1	SPARC	3	2	2	0	0.42267884697462155	0.42267884697462155	6.01903145192192e-7	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA1	ITGB3	3	2	2	0	0.42230539413638	0.42230539413638	9.551109939804591e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFG	VASP	3	2	2	0	0.42222334627397906	0.42222334627397906	4.662303745927629e-18	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SRC	TEAD4	3	2	2	0	0.4222007882923111	0.4222007882923111	3.1477479091862783e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL1	SMAD3	3	2	2	0	0.4221002002692143	0.4221002002692143	6.250042607019825e-7	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUN	VASP	3	2	2	0	0.4218692699705357	0.4218692699705357	3.2059640198792523e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	TEAD4	3	2	2	0	0.42157900784661345	0.42157900784661345	1.5379695362237014e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	VCL	3	2	2	0	0.4215410995606044	0.4215410995606044	3.379312316539585e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TGFBR2	THBS1	3	2	2	0	0.42105995270552227	0.42105995270552227	8.025930007703261e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	PFN1	3	2	2	0	0.42099625726386286	0.42099625726386286	2.901308518387688e-20	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A1	LOXL2	3	2	2	0	0.42079106339669714	0.42079106339669714	1.4504933176907253e-27	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	ITGA2	3	2	2	0	0.42046685708657533	0.42046685708657533	6.704940566794247e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A2	LOXL2	3	2	2	0	0.4203355330115893	0.4203355330115893	8.35007167832496e-30	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ANKRD1	LOX	3	2	2	0	0.4202945262394139	0.4202945262394139	3.858728858814686e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SMAD3	SRF	3	2	2	0	0.4190366595429886	0.4190366595429886	4.152274765142712e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSB	JUN	3	2	2	0	0.4189136640656451	0.4189136640656451	4.4800810001268937e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
